ID:      3;WILD;WILD;Male;Fertile;True;False;WildBorn;NotAsstRep;Parent;M DIABO;LatinAm;Brazil;19710101;U;19850131; ;Other;;;RIO PRIM;31;;LatinAm;Brazil;;;;;;0;4;1 2 1 2;                                                                                ;
ID:      4;WILD;WILD;Female;Fertile;True;False;WildBorn;NotAsstRep;Parent;M DIABO;LatinAm;Brazil;19731125;U;19900720; ;Other;;;RIO PRIM;32;;LatinAm;Brazil;;;;;;0;1;1;                                                                                    ;
ID:      5;WILD;WILD;Male;Fertile;True;False;WildBorn;NotAsstRep;Parent;M DIABO;LatinAm;Brazil;19710101;U;19770830; ;Other;;;RIO PRIM;33;;LatinAm;Brazil;;;;;;0;3;2 2 2;                                                                                  ;
ID:      6;WILD;WILD;Female;Fertile;True;False;WildBorn;NotAsstRep;Parent;M DIABO;LatinAm;Brazil;19710101;U;19880628; ;Other;;;RIO PRIM;34;;LatinAm;Brazil;;;;;;0;6;2 2 2 2 1 2;                                                                          ;
ID:      7;WILD;WILD;Female;Fertile;True;False;WildBorn;NotAsstRep;Parent;M DIABO;LatinAm;Brazil;19731125;U;19740110; ;Other;;;RIO PRIM;35;;LatinAm;Brazil;;;;;;0;0;;                                                                                     ;
ID:      8;1;2;Male;Fertile;True;False;CaptiveBorn;NotAsstRep;Parent;RIO PRIM;LatinAm;Brazil;19740901; ;19800130; ;Other;;;RIO PRIM;53;;LatinAm;Brazil;;;;;;2;0;;                                                                                         ;
ID:      9;1;2;Female;Fertile;True;False;CaptiveBorn;NotAsstRep;Parent;RIO PRIM;LatinAm;Brazil;19740901; ;19870829; ;Other;;;RIO PRIM;54;;LatinAm;Brazil;;;;21;;2;0;;                                                                                     ;
ID:     10;5;6;Male;Fertile;True;False;CaptiveBorn;NotAsstRep;Parent;RIO PRIM;LatinAm;Brazil;19741006; ;19741006; ;Other;;;RIO PRIM;59;;LatinAm;Brazil;;;;;;2;0;;                                                                                         ;
ID:     11;5;6;Female;Fertile;True;False;CaptiveBorn;NotAsstRep;Parent;RIO PRIM;LatinAm;Brazil;19741006; ;19800118; ;Other;;;RIO PRIM;60;;LatinAm;Brazil;;;;;;2;0;;                                                                                       ;
ID:     12;1;2;Male;Fertile;True;False;CaptiveBorn;NotAsstRep;Parent;RIO PRIM;LatinAm;Brazil;19751005; ;19821029; ;Other;;;RIO PRIM;101;;LatinAm;Brazil;;;;;;2;2;1 2;                                                                                     ;
ID:     13;1;2;Male;Fertile;True;False;CaptiveBorn;NotAsstRep;Parent;RIO PRIM;LatinAm;Brazil;19751005; ;19830901; ;Other;;;RIO PRIM;102;;LatinAm;Brazil;;;;;;2;6;2 2 2 1 1 1;                                                                             ;
ID:     14;5;6;Female;Fertile;True;False;CaptiveBorn;NotAsstRep;Parent;RIO PRIM;LatinAm;Brazil;19751009; ;19890713; ;Other;;;RIO PRIM;103;;LatinAm;Brazil;;;;22;;2;2;1 2;                                                                                 ;
ID:     15;5;6;Male;Fertile;True;False;CaptiveBorn;NotAsstRep;Parent;RIO PRIM;LatinAm;Brazil;19751009; ;19791105; ;Other;;;RIO PRIM;104;;LatinAm;Brazil;;;;;;2;0;;                                                                                        ;
ID:     16;3;4;Male;Fertile;True;False;CaptiveBorn;NotAsstRep;Parent;RIO PRIM;LatinAm;Brazil;19751108; ;19920505; ;Other;;;RIO PRIM;114;;LatinAm;Brazil;;;;23;;1;1;2;                                                                                     ;
ID:     17;1;2;Male;Fertile;True;False;CaptiveBorn;NotAsstRep;Parent;RIO PRIM;LatinAm;Brazil;19760919; ;19791019; ;Other;;;RIO PRIM;145;;LatinAm;Brazil;;;;;;2;0;;                                                                                        ;
ID:     18;1;2;Female;Fertile;True;False;CaptiveBorn;NotAsstRep;Parent;RIO PRIM;LatinAm;Brazil;19760919; ;19920407; ;Other;;;RIO PRIM;146;;LatinAm;Brazil;;;;24;;2;1;2;                                                                                   ;
ID:     19;5;6;Female;Fertile;True;False;CaptiveBorn;NotAsstRep;Parent;RIO PRIM;LatinAm;Brazil;19761019; ;19860325; ;Other;;;RIO PRIM;150;;LatinAm;Brazil;;;;;;2;9;2 2 2 1 1 1 2 1 1;                                                                     ;
ID:     20;5;6;Female;Fertile;True;False;CaptiveBorn;NotAsstRep;Parent;RIO PRIM;LatinAm;Brazil;19761019; ;19840509; ;Other;;;RIO PRIM;151;;LatinAm;Brazil;;;;;;2;5;2 3 2 3 2;                                                                             ;
ID:     21;1;2;Male;Fertile;True;False;CaptiveBorn;NotAsstRep;Parent;RIO PRIM;LatinAm;Brazil;19770222; ;19781014; ;Other;;;RIO PRIM;162;;LatinAm;Brazil;;;;;;2;0;;                                                                                        ;
ID:     22;1;2;Female;Fertile;True;False;CaptiveBorn;NotAsstRep;Parent;RIO PRIM;LatinAm;Brazil;19770222; ;19780126; ;Other;;;RIO PRIM;163;;LatinAm;Brazil;;;;;;2;0;;                                                                                      ;
ID:     23;1;2;Male;Fertile;True;False;CaptiveBorn;NotAsstRep;Parent;RIO PRIM;LatinAm;Brazil;19771019; ;19851027; ;Other;;;RIO PRIM;179;;LatinAm;Brazil;;;;;;1;0;;                                                                                        ;
ID:     24;1;2;Female;Fertile;True;False;CaptiveBorn;NotAsstRep;Parent;RIO PRIM;LatinAm;Brazil;19780227; ;19780228; ;Other;;;RIO PRIM;195;;LatinAm;Brazil;;;;;;1;0;;                                                                                      ;
ID:     25;1;2;Female;Fertile;True;False;CaptiveBorn;NotAsstRep;Parent;RIO PRIM;LatinAm;Brazil;19780919; ;19840522; ;Other;;;RIO PRIM;286;;LatinAm;Brazil;;;;;;1;2;2 3;                                                                                   ;
ID:     26;13;19;Male;Fertile;True;False;CaptiveBorn;NotAsstRep;Parent;RIO PRIM;LatinAm;Brazil;19781012; ;19781027; ;Other;;;RIO PRIM;210;;LatinAm;Brazil;;;;;;2;0;;                                                                                      ;
ID:     27;13;19;Male;Fertile;True;False;CaptiveBorn;NotAsstRep;Parent;RIO PRIM;LatinAm;Brazil;19781012; ;19781028; ;Other;;;RIO PRIM;211;;LatinAm;Brazil;;;;;;2;0;;                                                                                      ;
ID:     28;1;2;Female;Fertile;True;False;CaptiveBorn;NotAsstRep;Parent;RIO PRIM;LatinAm;Brazil;19790203; ;19790702; ;Other;;;RIO PRIM;227;;LatinAm;Brazil;;;;;;1;0;;                                                                                      ;
ID:     29;13;19;Male;Fertile;True;False;CaptiveBorn;NotAsstRep;Unknown;RIO PRIM;LatinAm;Brazil;19791012; ;19791012; ;Stillbirth;;;RIO PRIM;253;;LatinAm;Brazil;;;;;;2;0;;                                                                                ;
ID:     30;13;19;Male;Fertile;True;False;CaptiveBorn;NotAsstRep;Unknown;RIO PRIM;LatinAm;Brazil;19791012; ;19791012; ;Stillbirth;;;RIO PRIM;254;;LatinAm;Brazil;;;;;;2;0;;                                                                                ;
ID:     31;13;19;Male;Fertile;True;False;CaptiveBorn;NotAsstRep;Parent;RIO PRIM;LatinAm;Brazil;19800915; ;19850124; ;Other;;;RIO PRIM;303;;LatinAm;Brazil;;;;;;2;2;2 3;                                                                                   ;
ID:     32;13;19;Male;Fertile;True;False;CaptiveBorn;NotAsstRep;Parent;RIO PRIM;LatinAm;Brazil;19800915; ;19970502; ;Other;;;RIO PRIM;304;;LatinAm;Brazil;;;;25;;2;7;3 2 2 2 1 2 1;                                                                       ;
ID:     33;12;14;Male;Fertile;True;False;CaptiveBorn;NotAsstRep;Parent;RIO PRIM;LatinAm;Brazil;19801102; ;19941007; ;Other;;;RIO PRIM;318;;LatinAm;Brazil;;;;26;;1;0;;                                                                                    ;
ID:     34;1;20;Male;Fertile;True;False;CaptiveBorn;NotAsstRep;Parent;RIO PRIM;LatinAm;Brazil;19810106; ;19821105; ;Other;;;RIO PRIM;330;;LatinAm;Brazil;;;;;;2;0;;                                                                                       ;
ID:     35;1;20;Female;Fertile;True;False;CaptiveBorn;NotAsstRep;Parent;RIO PRIM;LatinAm;Brazil;19810106; ;19831122; ;Other;;;RIO PRIM;331;;LatinAm;Brazil;;;;;;2;1;3;                                                                                    ;
ID:     36;13;19;Male;Fertile;True;False;CaptiveBorn;NotAsstRep;Parent;RIO PRIM;LatinAm;Brazil;19810927; ;19811206; ;Other;;;RIO PRIM;354;;LatinAm;Brazil;;;;;;1;0;;                                                                                      ;
ID:     37;1;20;Male;Fertile;True;False;CaptiveBorn;NotAsstRep;Parent;RIO PRIM;LatinAm;Brazil;19811029; ;19890722; ;Other;;;RIO PRIM;361;;LatinAm;Brazil;;;;27;;3;0;;                                                                                     ;
ID:     38;1;20;Male;Fertile;True;False;CaptiveBorn;NotAsstRep;Parent;RIO PRIM;LatinAm;Brazil;19811029; ;19900807; ;Other;;;RIO PRIM;362;;LatinAm;Brazil;;;;28;;3;3;2 1 2;                                                                                ;
ID:     39;3;6;Female;Fertile;True;False;CaptiveBorn;NotAsstRep;Parent;RIO PRIM;LatinAm;Brazil;19811031; ;19820120; ;Other;;;RIO PRIM;363;;LatinAm;Brazil;;;;;;2;0;;                                                                                      ;
ID:     40;3;6;Male;Fertile;True;False;CaptiveBorn;NotAsstRep;Parent;RIO PRIM;LatinAm;Brazil;19811031; ;19820120; ;Other;;;RIO PRIM;364;;LatinAm;Brazil;;;;;;2;0;;                                                                                        ;
ID:     41;1;20;Unknown;Fertile;True;False;CaptiveBorn;NotAsstRep;Unknown;RIO PRIM;LatinAm;Brazil;19811029; ;19811029; ;Other;;;RIO PRIM;368;;LatinAm;Brazil;;;;;;3;0;;                                                                                   ;
ID:     42;12;14;Male;Fertile;True;False;CaptiveBorn;NotAsstRep;Parent;RIO PRIM;LatinAm;Brazil;19811225; ;19820206; ;Other;;;RIO PRIM;374;;LatinAm;Brazil;;;;;;2;0;;                                                                                      ;
ID:     43;12;14;Male;Fertile;True;False;CaptiveBorn;NotAsstRep;Parent;RIO PRIM;LatinAm;Brazil;19811225; ;19820210; ;Other;;;RIO PRIM;375;;LatinAm;Brazil;;;;;;2;0;;                                                                                      ;
ID:     44;3;6;Female;Fertile;True;False;CaptiveBorn;NotAsstRep;Parent;RIO PRIM;LatinAm;Brazil;19820925; ;19980622; ;Other;;;RIO PRIM;402;;LatinAm;Brazil;;;;41;;1;6;2 2 2 1 2 1;                                                                         ;
ID:     45;16;18;Male;Fertile;True;False;CaptiveBorn;NotAsstRep;Parent;RIO PRIM;LatinAm;Brazil;19821009; ;19980317; ;Other;;;SAO PAULO;19818;;LatinAm;Brazil;;;;30;;2;4;2 1 1 1;                                                                          ;
ID:     46;16;18;Unknown;Fertile;True;False;CaptiveBorn;NotAsstRep;Parent;RIO PRIM;LatinAm;Brazil;19821009; ;19821009; ;Other;;;RIO PRIM;412;;LatinAm;Brazil;;;;;;2;0;;                                                                                   ;
ID:     47;1;20;Male;Fertile;True;False;CaptiveBorn;NotAsstRep;Parent;RIO PRIM;LatinAm;Brazil;19821014; ;19920115; ;Other;;;RIO PRIM;410;;LatinAm;Brazil;;;;31;;2;0;;                                                                                     ;
ID:     48;1;20;Female;Fertile;True;False;CaptiveBorn;NotAsstRep;Parent;RIO PRIM;LatinAm;Brazil;19821014; ;19891222; ;Other;;;RIO PRIM;411;;LatinAm;Brazil;;;;32;;2;0;;                                                                                   ;
ID:     49;13;19;Female;Fertile;True;False;CaptiveBorn;NotAsstRep;Parent;RIO PRIM;LatinAm;Brazil;19830329; ;19830402; ;Other;;;RIO PRIM;445;;LatinAm;Brazil;;;;;;1;0;;                                                                                    ;
ID:     50;13;19;Male;Fertile;True;False;CaptiveBorn;NotAsstRep;Parent;RIO PRIM;LatinAm;Brazil;19830815; ;19830817; ;Other;;;RIO PRIM;471;;LatinAm;Brazil;;;;;;1;0;;                                                                                      ;
ID:     51;1;20;Male;Fertile;True;False;CaptiveBorn;NotAsstRep;Parent;RIO PRIM;LatinAm;Brazil;19830923; ;19830927; ;Other;;;RIO PRIM;504;;LatinAm;Brazil;;;;;;3;0;;                                                                                       ;
ID:     52;1;20;Female;Fertile;True;False;CaptiveBorn;NotAsstRep;Parent;RIO PRIM;LatinAm;Brazil;19830923; ;19830930; ;Other;;;RIO PRIM;505;;LatinAm;Brazil;;;;;;3;0;;                                                                                     ;
ID:     53;1;20;Male;Fertile;True;False;CaptiveBorn;NotAsstRep;Parent;RIO PRIM;LatinAm;Brazil;19830923; ;19831004; ;Other;;;RIO PRIM;506;;LatinAm;Brazil;;;;;;3;0;;                                                                                       ;
ID:     54;31;25;Male;Fertile;True;False;CaptiveBorn;NotAsstRep;Parent;RIO PRIM;LatinAm;Brazil;19830925; ;19830927; ;Other;;;RIO PRIM;507;;LatinAm;Brazil;;;;;;2;0;;                                                                                      ;
ID:     55;31;25;Female;Fertile;True;False;CaptiveBorn;NotAsstRep;Parent;RIO PRIM;LatinAm;Brazil;19830925; ;19830927; ;Other;;;RIO PRIM;508;;LatinAm;Brazil;;;;;;2;0;;                                                                                    ;
ID:     56;32;35;Female;Fertile;True;False;CaptiveBorn;NotAsstRep;Parent;RIO PRIM;LatinAm;Brazil;19831014; ;19831015; ;Other;;;RIO PRIM;512;;LatinAm;Brazil;;;;;;3;0;;                                                                                    ;
ID:     57;32;35;Female;Fertile;True;False;CaptiveBorn;NotAsstRep;Parent;RIO PRIM;LatinAm;Brazil;19831014; ;19911216; ;Other;;;RIO PRIM;513;;LatinAm;Brazil;;;;33;;3;8;1 1 2 3 1 2 2 2;                                                                   ;
ID:     58;32;35;Male;Fertile;True;False;CaptiveBorn;NotAsstRep;Parent;RIO PRIM;LatinAm;Brazil;19831014; ;19940606; ;Other;;;RIO PRIM;514;;LatinAm;Brazil;;;;34;;3;4;3 1 1 2;                                                                             ;
ID:     59;3;6;Male;Fertile;True;False;CaptiveBorn;NotAsstRep;Parent;RIO PRIM;LatinAm;Brazil;19831118; ;19891212; ;Other;;;RIO PRIM;524;;LatinAm;Brazil;;;;35;;2;6;1 1 2 3 1 2;                                                                           ;
ID:     60;3;6;Female;Fertile;True;False;CaptiveBorn;NotAsstRep;Parent;RIO PRIM;LatinAm;Brazil;19831118; ;19851113; ;Other;;;RIO PRIM;525;;LatinAm;Brazil;;;;;;2;1;3;                                                                                     ;
ID:     61;31;25;Unknown;Fertile;True;False;CaptiveBorn;NotAsstRep;Parent;RIO PRIM;LatinAm;Brazil;19840204; ;19840204; ;Other;;;RIO PRIM;538;;LatinAm;Brazil;;;;;;3;0;;                                                                                   ;
ID:     62;31;25;Female;Fertile;True;False;CaptiveBorn;NotAsstRep;Parent;RIO PRIM;LatinAm;Brazil;19840204; ;19840205; ;Other;;;RIO PRIM;539;;LatinAm;Brazil;;;;;;3;0;;                                                                                    ;
ID:     63;31;25;Female;Fertile;True;False;CaptiveBorn;NotAsstRep;Parent;RIO PRIM;LatinAm;Brazil;19840204; ;19940209; ;Other;;;SAO PAULO;21436;;LatinAm;Brazil;;;;36;;3;1;2;                                                                              ;
ID:     64;38;19;Female;Fertile;True;False;CaptiveBorn;NotAsstRep;Parent;RIO PRIM;LatinAm;Brazil;19840215; ;19840218; ;Other;;;RIO PRIM;543;;LatinAm;Brazil;;;;;;2;0;;                                                                                    ;
ID:     65;38;19;Female;Fertile;True;False;CaptiveBorn;NotAsstRep;Parent;RIO PRIM;LatinAm;Brazil;19840215; ;19840217; ;Other;;;RIO PRIM;544;;LatinAm;Brazil;;;;;;2;0;;                                                                                    ;
ID:     66;1;20;Male;Fertile;True;False;CaptiveBorn;NotAsstRep;Parent;RIO PRIM;LatinAm;Brazil;19840229; ;19850314; ;Other;;;RIO PRIM;547;;LatinAm;Brazil;;;;;;2;0;;                                                                                       ;
ID:     67;1;20;Female;Fertile;True;False;CaptiveBorn;NotAsstRep;Parent;RIO PRIM;LatinAm;Brazil;19840229; ;19901010; ;Other;;;RIO PRIM;548;;LatinAm;Brazil;;;;37;;2;0;;                                                                                   ;
ID:     68;38;19;Female;Fertile;True;False;CaptiveBorn;NotAsstRep;Parent;RIO PRIM;LatinAm;Brazil;19841127; ;19841201; ;Other;;;RIO PRIM;609;;LatinAm;Brazil;;;;;;1;0;;                                                                                    ;
ID:     69;32;44;Male;Fertile;True;False;CaptiveBorn;NotAsstRep;Parent;RIO PRIM;LatinAm;Brazil;19841212; ;19911025; ;Other;;;RIO PRIM;616;;LatinAm;Brazil;;;;38;;2;4;1 2 2 2;                                                                             ;
ID:     70;32;44;Female;Fertile;True;False;CaptiveBorn;NotAsstRep;Parent;RIO PRIM;LatinAm;Brazil;19841212; ;19961202; ;Other;;;SAO PAULO;21439;;LatinAm;Brazil;;;;39;;2;0;;                                                                               ;
ID:     71;32;44;Male;Fertile;True;False;CaptiveBorn;NotAsstRep;Parent;RIO PRIM;LatinAm;Brazil;19851004; ;20020205; ;Other;;;RIO PRIM;665;;LatinAm;Brazil;;;;40;;2;6;2 2 2 1 2 2;                                                                         ;
ID:     72;32;44;Female;Fertile;True;False;CaptiveBorn;NotAsstRep;Parent;RIO PRIM;LatinAm;Brazil;19851004; ;19920209; ;Other;;;RIO PRIM;666;;LatinAm;Brazil;;;;29;;2;5;1 1 2 3 3;                                                                         ;
ID:     73;WILD;WILD;Male;Fertile;True;False;WildBorn;NotAsstRep;Parent;M DIABO;LatinAm;Brazil;19830101;Y;20031023; ;Environ/Behav;;;RIO PRIM;686;RIO PRIM 26P;LatinAm;Brazil;;;;42;;0;14;2 2 2 2 2 2 2 2 2 2 2 2 1 2;                                    ;
ID:     74;WILD;WILD;Female;Fertile;True;False;WildBorn;NotAsstRep;Parent;M DIABO;LatinAm;Brazil;19830101;Y;19930414; ;Other;;;RIO PRIM;687;;LatinAm;Brazil;;;;43;;0;13;2 2 2 2 2 2 2 2 2 2 2 2 1;                                                        ;
ID:     75;WILD;WILD;Male;Fertile;True;False;WildBorn;NotAsstRep;Parent;M DIABO;LatinAm;Brazil;19851107;U;20010812; ;Other;;;SAO PAULO;19817;;LatinAm;Brazil;;;;44;;0;7;3 2 1 2 1 1 1;                                                                    ;
ID:     76;WILD;WILD;Female;Fertile;True;False;WildBorn;NotAsstRep;Parent;M DIABO;LatinAm;Brazil;19851107;U;19931117; ;Other;;;RIO PRIM;689;;LatinAm;Brazil;689;;;45;;0;6;1 2 2 2 2 2;                                                                    ;
ID:     77;73;74;Male;Fertile;True;False;WildBorn;NotAsstRep;Parent;M GOBI;EastAsi;Mongolia;19850707;Y;19951224; ;Other;;;RIO PRIM;690;;LatinAm;Brazil;;;;46;;2;5;2 2 1 2 1;                                                                              ;
ID:     78;73;74;Female;Fertile;True;False;WildBorn;NotAsstRep;Parent;M DIABO;LatinAm;Brazil;19850707;Y;19980703; ;Other;;;RIO PRIM;691;;LatinAm;Brazil;691;;;47;;2;0;;                                                                                   ;
ID:     79;1;19;Male;Fertile;True;False;CaptiveBorn;NotAsstRep;Parent;RIO PRIM;LatinAm;Brazil;19851110; ;19851112; ;Other;;;RIO PRIM;685;;LatinAm;Brazil;;;;;;1;0;;                                                                                       ;
ID:     80;58;60;Male;Fertile;True;False;CaptiveBorn;NotAsstRep;Parent;RIO PRIM;LatinAm;Brazil;19851113; ;19851113; ;Other;;;RIO PRIM;692;;LatinAm;Brazil;;;;;;3;0;;                                                                                      ;
ID:     81;58;60;Female;Fertile;True;False;CaptiveBorn;NotAsstRep;Parent;RIO PRIM;LatinAm;Brazil;19851113; ;19851113; ;Other;;;RIO PRIM;693;;LatinAm;Brazil;;;;;;3;0;;                                                                                    ;
ID:     82;58;60;Female;Fertile;True;False;CaptiveBorn;NotAsstRep;Parent;RIO PRIM;LatinAm;Brazil;19851113; ;19851113; ;Other;;;RIO PRIM;694;;LatinAm;Brazil;;;;;;3;0;;                                                                                    ;
ID:     83;59;57;Male;Fertile;True;False;CaptiveBorn;NotAsstRep;Parent;RIO PRIM;LatinAm;Brazil;19860127; ;20010816; ;Other;General;Nutrition;SAO PAULO;21438;;LatinAm;Brazil;;;;48;;1;0;;                                                                 ;
ID:     84;73;74;Male;Fertile;True;False;CaptiveBorn;NotAsstRep;Parent;RIO PRIM;LatinAm;Brazil;19860917; ;19990615; ;Other;;;JERSEY;M1598;;Europe;Channl Is;Claudio;00-01-BA-8F-50;;49;;2;9;2 2 1 1 2 2 2 2 2;                                            ;
ID:     85;73;74;Female;Fertile;True;False;CaptiveBorn;NotAsstRep;Parent;RIO PRIM;LatinAm;Brazil;19860917; ;19990920; ;Other;;;CENTRALPK;956095;;NorthAm;U.S.A;;00-0124-AE87;;50;;2;2;2 1;                                                                ;
ID:     86;32;44;Male;Fertile;True;False;CaptiveBorn;NotAsstRep;Parent;RIO PRIM;LatinAm;Brazil;19860918; ;19890626; ;Other;;;RIO PRIM;756;;LatinAm;Brazil;;;;51;;2;0;;                                                                                    ;
ID:     87;32;44;Male;Fertile;True;False;CaptiveBorn;NotAsstRep;Parent;RIO PRIM;LatinAm;Brazil;19860918; ;19890526; ;Other;;;RIO PRIM;757;;LatinAm;Brazil;;;;52;;2;0;;                                                                                    ;
ID:     88;59;57;Male;Fertile;True;False;CaptiveBorn;NotAsstRep;Parent;RIO PRIM;LatinAm;Brazil;19861012; ;19861015; ;Other;;;RIO PRIM;767;;LatinAm;Brazil;;;;;;1;0;;                                                                                      ;
ID:     89;WILD;WILD;Female;Fertile;True;False;WildBorn;NotAsstRep;Parent;M DIABO;LatinAm;Brazil;19861111;U;19941011; ;Other;;;SAO PAULO;16701;;LatinAm;Brazil;;;;6;;0;3;2 2 2;                                                                          ;
ID:     90;WILD;WILD;Female;Fertile;True;False;WildBorn;NotAsstRep;Parent;M DIABO;LatinAm;Brazil;19861111;U;19890620; ;Other;;;SAO PAULO;16702;;LatinAm;Brazil;;;;7;;0;0;;                                                                               ;
ID:     91;WILD;WILD;Female;Fertile;True;False;WildBorn;NotAsstRep;Parent;M DIABO;LatinAm;Brazil;19861111;U;20031021; ;Environ/Behav;General;Metabolism;SCARLOS;91;;Unknown;Unknown;;2,00E+11;;11;;0;8;2 1 3 2 1 1 1 1;                               ;
ID:     92;WILD;WILD;Female;Fertile;True;False;WildBorn;NotAsstRep;Parent;M DIABO;LatinAm;Brazil;19861111;U;19930525; ;Other;;;SAO PAULO;16704;;LatinAm;Brazil;;;;15;;0;1;1;                                                                              ;
ID:     93;WILD;WILD;Male;Fertile;True;False;WildBorn;NotAsstRep;Parent;M DIABO;LatinAm;Brazil;19840101;U;19901205; ;Other;;;SAO PAULO;16699;;LatinAm;Brazil;;;;9;;0;1;1;                                                                                ;
ID:     94;WILD;WILD;Female;Fertile;True;False;WildBorn;NotAsstRep;Parent;M DIABO;LatinAm;Brazil;19840101;Y;19900206; ;Other;;;SAO PAULO;16700;;LatinAm;Brazil;;;;10;;0;2;2 1;                                                                            ;
ID:     95;WILD;WILD;Female;Fertile;True;False;WildBorn;NotAsstRep;Parent;M DIABO;LatinAm;Brazil;19861111;U;19970525; ;Other;;;SAO PAULO;16706;;LatinAm;Brazil;;;;16;;0;5;1 1 1 2 1;                                                                      ;
ID:     96;WILD;WILD;Male;Fertile;True;False;WildBorn;NotAsstRep;Parent;M DIABO;LatinAm;Brazil;19860101;U;20031021; ;Environ/Behav;General;Metabolism;SCARLOS;96;;Unknown;Unknown;;2,00E+11;;5;;0;10;1 1 2 1 3 2 1 1 1 1;                            ;
ID:     97;WILD;WILD;Male;Fertile;True;False;WildBorn;NotAsstRep;Parent;M DIABO;LatinAm;Brazil;19860101;U;19900510; ;Other;;;SAO PAULO;16696;;LatinAm;Brazil;;;;4;;0;2;2 1;                                                                              ;
ID:     98;WILD;WILD;Female;Fertile;True;False;WildBorn;NotAsstRep;Parent;M DIABO;LatinAm;Brazil;19860101;U;19921015; ;Other;;;SAO PAULO;16698;;LatinAm;Brazil;;;;8;;0;2;2 1;                                                                            ;
ID:     99;WILD;WILD;Male;Fertile;True;False;WildBorn;NotAsstRep;Parent;M DIABO;LatinAm;Brazil;19850101;U;19941020; ;Other;;;SAO PAULO;16694;;LatinAm;Brazil;;;;3;;0;2;2 2;                                                                              ;
ID:    100;WILD;WILD;Female;Fertile;True;False;WildBorn;NotAsstRep;Parent;M DIABO;LatinAm;Brazil;19850101;Y;19990815; ;Other;;;SAO PAULO;16695;;LatinAm;Brazil;;;;2;;0;2;2 2;                                                                            ;
ID:    101;93;94;Unknown;Fertile;True;False;WildBorn;NotAsstRep;Parent;M DIABO;LatinAm;Brazil;19860101;U;19861111; ;Stillbirth;;;SAO PAULO;NONE;;LatinAm;Brazil;;;;;;2;0;;                                                                                ;
ID:    102;93;94;Unknown;Fertile;True;False;WildBorn;NotAsstRep;Parent;M DIABO;LatinAm;Brazil;19860101;U;19861111; ;Stillbirth;;;SAO PAULO;NONE;;LatinAm;Brazil;;;;;;2;0;;                                                                                ;
