Stud ,Sex,Birth Date,Sire,Dam,id_institute,Location,Date,LocalID,Event ID,Observations,NA,Event,Name,
6,F,????,WILD,WILD,14,M DIABO,1973-11-25,NA,2,Capture,NA,,
6,NA,NA,NA,NA,21,RIO PRIM,1973-11-25,34,3,Transfer,NA,,
6,NA,NA,NA,NA,21,RIO PRIM,1988-06-28,NA,6,Death,NA,,
6,NA,NA,NA,NA,21,RIO PRIM,NA,NA,[Death by Unknown means],,[Death by Unknown means],
7,F,????,WILD,WILD,14,M DIABO,1973-11-25,NA,2,Capture,NA,,
7,NA,NA,NA,NA,21,RIO PRIM,1973-11-25,35,3,Transfer,NA,,
7,NA,NA,NA,NA,21,RIO PRIM,1974-01-10,NA,6,Death,NA,,
7,NA,NA,NA,NA,21,RIO PRIM,NA,NA,[Death by Unknown means],,[Death by Unknown means],
8,M,1 Sep 1974,1,2,21,RIO PRIM,1974-09-01,53,1,Birth,NA,,
8,NA,NA,NA,NA,21,RIO PRIM,1980-01-30,NA,6,Death,NA,,
8,NA,NA,NA,NA,21,RIO PRIM,NA,NA,[Death by Unknown means],,[Death by Unknown means],
9,F,1 Sep 1974,1,2,21,RIO PRIM,1974-09-01,54,1,Birth,NA,,
9,NA,NA,NA,NA,21,RIO PRIM,1987-08-29,NA,6,Death,NA,,
9,NA,NA,NA,NA,21,RIO PRIM,NA,NA,[Death by Unknown means],,[Death by Unknown means],
10,M,6 Oct 1974,5,6,21,RIO PRIM,1974-10-06,59,1,Birth,NA,,
10,NA,NA,NA,NA,21,RIO PRIM,1974-10-06,NA,6,Death,NA,,
10,NA,NA,NA,NA,21,RIO PRIM,NA,NA,[Death by Unknown means],,[Death by Unknown means],
11,F,6 Oct 1974,5,6,21,RIO PRIM,1974-10-06,60,1,Birth,NA,,
11,NA,NA,NA,NA,21,RIO PRIM,1980-01-18,NA,6,Death,NA,,
11,NA,NA,NA,NA,21,RIO PRIM,NA,NA,[Death by Unknown means],,[Death by Unknown means],
12,M,5 Oct 1975,1,2,21,RIO PRIM,1975-10-05,101,1,Birth,NA,,
12,NA,NA,NA,NA,21,RIO PRIM,1982-10-29,NA,6,Death,NA,,
12,NA,NA,NA,NA,21,RIO PRIM,NA,NA,[Death by Other /Unknown  Given to an institution RIO PRIM  Necropsy planned later],,[Death by Other /Unknown  Given to an institution RIO PRIM  Necropsy planned later],
13,M,5 Oct 1975,1,2,21,RIO PRIM,1975-10-05,102,1,Birth,NA,,
13,NA,NA,NA,NA,21,RIO PRIM,1983-09-01,NA,6,Death,NA,,
13,NA,NA,NA,NA,21,RIO PRIM,NA,NA,[Death by Other /Unknown  Given to an institution  Necropsy planned later],,[Death by Other /Unknown  Given to an institution  Necropsy planned later],
14,F,9 Oct 1975,5,6,21,RIO PRIM,1975-10-09,103,1,Birth,NA,,
14,NA,NA,NA,NA,21,RIO PRIM,1989-07-13,NA,6,Death,NA,,
14,NA,NA,NA,NA,21,RIO PRIM,NA,NA,[Death by Unknown means],,[Death by Unknown means],
15,M,9 Oct 1975,5,6,21,RIO PRIM,1975-10-09,104,1,Birth,NA,,
15,NA,NA,NA,NA,21,RIO PRIM,1979-11-05,NA,6,Death,NA,,
15,NA,NA,NA,NA,21,RIO PRIM,NA,NA,[Death by Unknown means],,[Death by Unknown means],
16,M,8 Nov 1975,3,4,21,RIO PRIM,1975-11-08,114,1,Birth,NA,,
16,NA,NA,NA,NA,21,RIO PRIM,1992-05-05,NA,6,Death,NA,,
16,NA,NA,NA,NA,21,RIO PRIM,NA,NA,[Death by Unknown means],,[Death by Unknown means],
17,M,19 Sep 1976,1,2,21,RIO PRIM,1976-09-19,145,1,Birth,NA,,
17,NA,NA,NA,NA,21,RIO PRIM,1979-10-19,NA,6,Death,NA,,
17,NA,NA,NA,NA,21,RIO PRIM,NA,NA,[Death by Unknown means],,[Death by Unknown means],
18,F,19 Sep 1976,1,2,21,RIO PRIM,1976-09-19,146,1,Birth,NA,,
18,NA,NA,NA,NA,21,RIO PRIM,1992-04-07,NA,6,Death,NA,,
18,NA,NA,NA,NA,21,RIO PRIM,NA,NA,[Death by Unknown means],,[Death by Unknown means],
19,F,19 Oct 1976,5,6,21,RIO PRIM,1976-10-19,150,1,Birth,NA,,
19,NA,NA,NA,NA,21,RIO PRIM,1986-03-25,NA,6,Death,NA,,
19,NA,NA,NA,NA,21,RIO PRIM,NA,NA,[Death by Unknown means],,[Death by Unknown means],
20,F,19 Oct 1976,5,6,21,RIO PRIM,1976-10-19,151,1,Birth,NA,,
20,NA,NA,NA,NA,21,RIO PRIM,1984-05-09,NA,6,Death,NA,,
20,NA,NA,NA,NA,21,RIO PRIM,NA,NA,[Death by Unknown means],,[Death by Unknown means],
21,M,22 Feb 1977,1,2,21,RIO PRIM,1977-02-22,162,1,Birth,NA,,
21,NA,NA,NA,NA,21,RIO PRIM,1978-10-14,NA,6,Death,NA,,
21,NA,NA,NA,NA,21,RIO PRIM,NA,NA,[Death by Unknown means],,[Death by Unknown means],
22,F,22 Feb 1977,1,2,21,RIO PRIM,1977-02-22,163,1,Birth,NA,,
22,NA,NA,NA,NA,21,RIO PRIM,1978-01-26,NA,6,Death,NA,,
22,NA,NA,NA,NA,21,RIO PRIM,NA,NA,[Death by Unknown means],,[Death by Unknown means],
23,M,19 Oct 1977,1,2,21,RIO PRIM,1977-10-19,179,1,Birth,NA,,
23,NA,NA,NA,NA,21,RIO PRIM,1985-10-27,NA,6,Death,NA,,
23,NA,NA,NA,NA,21,RIO PRIM,NA,NA,[Death by Unknown means],,[Death by Unknown means],
24,F,27 Feb 1978,1,2,21,RIO PRIM,1978-02-27,195,1,Birth,NA,,
24,NA,NA,NA,NA,21,RIO PRIM,1978-02-28,NA,6,Death,NA,,
24,NA,NA,NA,NA,21,RIO PRIM,NA,NA,[Death by Unknown means],,[Death by Unknown means],
25,F,19 Sep 1978,1,2,21,RIO PRIM,1978-09-19,286,1,Birth,NA,,
25,NA,NA,NA,NA,21,RIO PRIM,1984-05-22,NA,6,Death,NA,,
25,NA,NA,NA,NA,21,RIO PRIM,NA,NA,[Death by Unknown means],,[Death by Unknown means],
26,M,12 Oct 1978,13,19,21,RIO PRIM,1978-10-12,210,1,Birth,NA,,
26,NA,NA,NA,NA,21,RIO PRIM,1978-10-27,NA,6,Death,NA,,
26,NA,NA,NA,NA,21,RIO PRIM,NA,NA,[Death by Unknown means],,[Death by Unknown means],
27,M,12 Oct 1978,13,19,21,RIO PRIM,1978-10-12,211,1,Birth,NA,,
27,NA,NA,NA,NA,21,RIO PRIM,1978-10-28,NA,6,Death,NA,,
27,NA,NA,NA,NA,21,RIO PRIM,NA,NA,[Death by Unknown means],,[Death by Unknown means],
28,F,3 Feb 1979,1,2,21,RIO PRIM,1979-02-03,227,1,Birth,NA,,
28,NA,NA,NA,NA,21,RIO PRIM,1979-07-02,NA,6,Death,NA,,
28,NA,NA,NA,NA,21,RIO PRIM,NA,NA,[Death by Unknown means],,[Death by Unknown means],
29,M,12 Oct 1979,13,19,21,RIO PRIM,1979-10-12,253,1,Birth,NA,,
29,NA,NA,NA,NA,21,RIO PRIM,1979-10-12,NA,6,Death,NA,,
29,NA,NA,NA,NA,21,RIO PRIM,NA,NA,[Death by Stillbirth  Unknown  Unknown (after necropsy)],,[Death by Stillbirth  Unknown  Unknown (after necropsy)],
30,M,12 Oct 1979,13,19,21,RIO PRIM,1979-10-12,254,1,Birth,NA,,
30,NA,NA,NA,NA,21,RIO PRIM,1979-10-12,NA,6,Death,NA,,
30,NA,NA,NA,NA,21,RIO PRIM,NA,NA,[Death by Stillbirth  Unknown  Unknown (after necropsy)],,[Death by Stillbirth  Unknown  Unknown (after necropsy)],
31,M,15 Sep 1980,13,19,21,RIO PRIM,1980-09-15,303,1,Birth,NA,,
31,NA,NA,NA,NA,21,RIO PRIM,1985-01-24,NA,6,Death,NA,,
31,NA,NA,NA,NA,21,RIO PRIM,NA,NA,[Death by Unknown means],,[Death by Unknown means],
32,M,15 Sep 1980,13,19,21,RIO PRIM,1980-09-15,304,1,Birth,NA,,
32,NA,NA,NA,NA,21,RIO PRIM,1997-05-02,NA,6,Death,NA,,
32,NA,NA,NA,NA,21,RIO PRIM,NA,NA,[Death by Unknown means],,[Death by Unknown means],
33,M,2 Nov 1980,12,14,21,RIO PRIM,1980-11-02,318,1,Birth,NA,,
33,NA,NA,NA,NA,21,RIO PRIM,1994-10-07,NA,6,Death,NA,,
33,NA,NA,NA,NA,21,RIO PRIM,NA,NA,[Death by Unknown means],,[Death by Unknown means],
34,M,6 Jan 1981,1,20,21,RIO PRIM,1981-01-06,330,1,Birth,NA,,
34,NA,NA,NA,NA,21,RIO PRIM,1982-11-05,NA,6,Death,NA,,
34,NA,NA,NA,NA,21,RIO PRIM,NA,NA,[Death by Unknown means],,[Death by Unknown means],
35,F,6 Jan 1981,1,20,21,RIO PRIM,1981-01-06,331,1,Birth,NA,,
35,NA,NA,NA,NA,21,RIO PRIM,1983-11-22,NA,6,Death,NA,,
35,NA,NA,NA,NA,21,RIO PRIM,NA,NA,[Death by Unknown means],,[Death by Unknown means],
36,M,27 Sep 1981,13,19,21,RIO PRIM,1981-09-27,354,1,Birth,NA,,
36,NA,NA,NA,NA,21,RIO PRIM,1981-12-06,NA,6,Death,NA,,
36,NA,NA,NA,NA,21,RIO PRIM,NA,NA,[Death by Unknown means],,[Death by Unknown means],
37,M,29 Oct 1981,1,20,21,RIO PRIM,1981-10-29,361,1,Birth,NA,,
37,NA,NA,NA,NA,21,RIO PRIM,1989-07-22,NA,6,Death,NA,,
37,NA,NA,NA,NA,21,RIO PRIM,NA,NA,[Death by Unknown means],,[Death by Unknown means],
38,M,29 Oct 1981,1,20,21,RIO PRIM,1981-10-29,362,1,Birth,NA,,
38,NA,NA,NA,NA,21,RIO PRIM,1990-08-07,NA,6,Death,NA,,
38,NA,NA,NA,NA,21,RIO PRIM,NA,NA,[Death by Other /Unknown  Given to an institution RIO PRIM  Necropsy planned later],,[Death by Other /Unknown  Given to an institution RIO PRIM  Necropsy planned later],
39,F,31 Oct 1981,3,6,21,RIO PRIM,1981-10-31,363,1,Birth,NA,,
39,NA,NA,NA,NA,21,RIO PRIM,1982-01-20,NA,6,Death,NA,,
39,NA,NA,NA,NA,21,RIO PRIM,NA,NA,[Death by Unknown means],,[Death by Unknown means],
40,M,31 Oct 1981,3,6,21,RIO PRIM,1981-10-31,364,1,Birth,NA,,
40,NA,NA,NA,NA,21,RIO PRIM,1982-01-20,NA,6,Death,NA,,
40,NA,NA,NA,NA,21,RIO PRIM,NA,NA,[Death by Unknown means],,[Death by Unknown means],
41,?,29 Oct 1981,1,20,21,RIO PRIM,1981-10-29,368,1,Birth,NA,,
41,NA,NA,NA,NA,21,RIO PRIM,1981-10-29,NA,6,Death,NA,,
41,NA,NA,NA,NA,21,RIO PRIM,NA,NA,[Death by Unknown means],,[Death by Unknown means],
42,M,25 Dec 1981,12,14,21,RIO PRIM,1981-12-25,374,1,Birth,NA,,
42,NA,NA,NA,NA,21,RIO PRIM,1982-02-06,NA,6,Death,NA,,
42,NA,NA,NA,NA,21,RIO PRIM,NA,NA,[Death by Unknown means],,[Death by Unknown means],
43,M,25 Dec 1981,12,14,21,RIO PRIM,1981-12-25,375,1,Birth,NA,,
43,NA,NA,NA,NA,21,RIO PRIM,1982-02-10,NA,6,Death,NA,,
43,NA,NA,NA,NA,21,RIO PRIM,NA,NA,[Death by Unknown means],,[Death by Unknown means],
44,F,25 Sep 1982,3,6,21,RIO PRIM,1982-09-25,402,1,Birth,NA,,
44,NA,NA,NA,NA,21,RIO PRIM,1998-06-22,NA,6,Death,NA,,
44,NA,NA,NA,NA,21,RIO PRIM,NA,NA,[Death by Unknown means],,[Death by Unknown means],
45,M,9 Oct 1982,16,18,21,RIO PRIM,1982-10-09,408,1,Birth,NA,,
45,NA,NA,NA,NA,22,SAO PAULO,1991-11-13,19818,3,Transfer,NA,,
45,NA,NA,NA,NA,22,SAO PAULO,1998-03-17,NA,6,Death,NA,,
45,NA,NA,NA,NA,22,SAO PAULO,NA,NA,[Death by Unknown means],,[Death by Unknown means],
46,?,9 Oct 1982,16,18,21,RIO PRIM,1982-10-09,412,1,Birth,NA,,
46,NA,NA,NA,NA,21,RIO PRIM,1982-10-09,NA,6,Death,NA,,
46,NA,NA,NA,NA,21,RIO PRIM,NA,NA,[Death by Unknown means],,[Death by Unknown means],
47,M,14 Oct 1982,1,20,21,RIO PRIM,1982-10-14,410,1,Birth,NA,,
47,NA,NA,NA,NA,21,RIO PRIM,1992-01-15,NA,6,Death,NA,,
47,NA,NA,NA,NA,21,RIO PRIM,NA,NA,[Death by Unknown means],,[Death by Unknown means],
48,F,14 Oct 1982,1,20,21,RIO PRIM,1982-10-14,411,1,Birth,NA,,
48,NA,NA,NA,NA,21,RIO PRIM,1989-12-22,NA,6,Death,NA,,
48,NA,NA,NA,NA,21,RIO PRIM,NA,NA,[Death by Other /Unknown  Given to an institution  Necropsy planned later],,[Death by Other /Unknown  Given to an institution  Necropsy planned later],
49,F,29 Mar 1983,13,19,21,RIO PRIM,1983-03-29,445,1,Birth,NA,,
49,NA,NA,NA,NA,21,RIO PRIM,1983-04-02,NA,6,Death,NA,,
49,NA,NA,NA,NA,21,RIO PRIM,NA,NA,[Death by Unknown means],,[Death by Unknown means],
50,M,15 Aug 1983,13,19,21,RIO PRIM,1983-08-15,471,1,Birth,NA,,
50,NA,NA,NA,NA,21,RIO PRIM,1983-08-17,NA,6,Death,NA,,
50,NA,NA,NA,NA,21,RIO PRIM,NA,NA,[Death by Unknown means],,[Death by Unknown means],
51,M,23 Sep 1983,1,20,21,RIO PRIM,1983-09-23,504,1,Birth,NA,,
51,NA,NA,NA,NA,21,RIO PRIM,1983-09-27,NA,6,Death,NA,,
51,NA,NA,NA,NA,21,RIO PRIM,NA,NA,[Death by Unknown means],,[Death by Unknown means],
52,F,23 Sep 1983,1,20,21,RIO PRIM,1983-09-23,505,1,Birth,NA,,
52,NA,NA,NA,NA,21,RIO PRIM,1983-09-30,NA,6,Death,NA,,
52,NA,NA,NA,NA,21,RIO PRIM,NA,NA,[Death by Unknown means],,[Death by Unknown means],
53,M,23 Sep 1983,1,20,21,RIO PRIM,1983-09-23,506,1,Birth,NA,,
53,NA,NA,NA,NA,21,RIO PRIM,1983-10-04,NA,6,Death,NA,,
53,NA,NA,NA,NA,21,RIO PRIM,NA,NA,[Death by Unknown means],,[Death by Unknown means],
54,M,25 Sep 1983,31,25,21,RIO PRIM,1983-09-25,507,1,Birth,NA,,
54,NA,NA,NA,NA,21,RIO PRIM,1983-09-27,NA,6,Death,NA,,
54,NA,NA,NA,NA,21,RIO PRIM,NA,NA,[Death by Unknown means],,[Death by Unknown means],
55,F,25 Sep 1983,31,25,21,RIO PRIM,1983-09-25,508,1,Birth,NA,,
55,NA,NA,NA,NA,21,RIO PRIM,1983-09-27,NA,6,Death,NA,,
55,NA,NA,NA,NA,21,RIO PRIM,NA,NA,[Death by Unknown means],,[Death by Unknown means],
56,F,14 Oct 1983,32,35,21,RIO PRIM,1983-10-14,512,1,Birth,NA,,
56,NA,NA,NA,NA,21,RIO PRIM,1983-10-15,NA,6,Death,NA,,
56,NA,NA,NA,NA,21,RIO PRIM,NA,NA,[Death by Unknown means],,[Death by Unknown means],
57,F,14 Oct 1983,32,35,21,RIO PRIM,1983-10-14,513,1,Birth,NA,,
57,NA,NA,NA,NA,21,RIO PRIM,1991-12-16,NA,6,Death,NA,,
57,NA,NA,NA,NA,21,RIO PRIM,NA,NA,[Death by Unknown means],,[Death by Unknown means],
58,M,14 Oct 1983,32,35,21,RIO PRIM,1983-10-14,514,1,Birth,NA,,
58,NA,NA,NA,NA,21,RIO PRIM,1994-06-06,NA,6,Death,NA,,
58,NA,NA,NA,NA,21,RIO PRIM,NA,NA,[Death by Unknown means],,[Death by Unknown means],
59,M,18 Nov 1983,3,6,21,RIO PRIM,1983-11-18,524,1,Birth,NA,,
59,NA,NA,NA,NA,21,RIO PRIM,1989-12-12,NA,6,Death,NA,,
59,NA,NA,NA,NA,21,RIO PRIM,NA,NA,[Death by Other /Unknown  Given to an institution RIO PRIM  Necropsy planned later],,[Death by Other /Unknown  Given to an institution RIO PRIM  Necropsy planned later],
60,F,18 Nov 1983,3,6,21,RIO PRIM,1983-11-18,525,1,Birth,NA,,
60,NA,NA,NA,NA,21,RIO PRIM,1985-11-13,NA,6,Death,NA,,
60,NA,NA,NA,NA,21,RIO PRIM,NA,NA,[Death by Unknown means],,[Death by Unknown means],
61,?,4 Feb 1984,31,25,21,RIO PRIM,1984-02-04,538,1,Birth,NA,,
61,NA,NA,NA,NA,21,RIO PRIM,1984-02-04,NA,6,Death,NA,,
61,NA,NA,NA,NA,21,RIO PRIM,NA,NA,[Death by Unknown means],,[Death by Unknown means],
62,F,4 Feb 1984,31,25,21,RIO PRIM,1984-02-04,539,1,Birth,NA,,
62,NA,NA,NA,NA,21,RIO PRIM,1984-02-05,NA,6,Death,NA,,
62,NA,NA,NA,NA,21,RIO PRIM,NA,NA,[Death by Unknown means],,[Death by Unknown means],
63,F,4 Feb 1984,31,25,21,RIO PRIM,1984-02-04,540,1,Birth,NA,,
63,NA,NA,NA,NA,22,SAO PAULO,1994-02-08,21436,3,Transfer,NA,,
63,NA,NA,NA,NA,22,SAO PAULO,1994-02-09,NA,6,Death,NA,,
63,NA,NA,NA,NA,22,SAO PAULO,NA,NA,[Death by Unknown means],,[Death by Unknown means],
64,F,15 Feb 1984,38,19,21,RIO PRIM,1984-02-15,543,1,Birth,NA,,
64,NA,NA,NA,NA,21,RIO PRIM,1984-02-18,NA,6,Death,NA,,
64,NA,NA,NA,NA,21,RIO PRIM,NA,NA,[Death by Unknown means],,[Death by Unknown means],
65,F,15 Feb 1984,38,19,21,RIO PRIM,1984-02-15,544,1,Birth,NA,,
65,NA,NA,NA,NA,21,RIO PRIM,1984-02-17,NA,6,Death,NA,,
65,NA,NA,NA,NA,21,RIO PRIM,NA,NA,[Death by Unknown means],,[Death by Unknown means],
66,M,29 Feb 1984,1,20,21,RIO PRIM,1984-02-29,547,1,Birth,NA,,
66,NA,NA,NA,NA,21,RIO PRIM,1985-03-14,NA,6,Death,NA,,
66,NA,NA,NA,NA,21,RIO PRIM,NA,NA,[Death by Unknown means],,[Death by Unknown means],
67,F,29 Feb 1984,1,20,21,RIO PRIM,1984-02-29,548,1,Birth,NA,,
67,NA,NA,NA,NA,21,RIO PRIM,1990-10-10,NA,6,Death,NA,,
67,NA,NA,NA,NA,21,RIO PRIM,NA,NA,[Death by Other /Unknown  Given to an institution RIO PRIM  Necropsy planned later],,[Death by Other /Unknown  Given to an institution RIO PRIM  Necropsy planned later],
68,F,27 Nov 1984,38,19,21,RIO PRIM,1984-11-27,609,1,Birth,NA,,
68,NA,NA,NA,NA,21,RIO PRIM,1984-12-01,NA,6,Death,NA,,
68,NA,NA,NA,NA,21,RIO PRIM,NA,NA,[Death by Unknown means],,[Death by Unknown means],
69,M,12 Dec 1984,32,44,21,RIO PRIM,1984-12-12,616,1,Birth,NA,,
69,NA,NA,NA,NA,21,RIO PRIM,1991-10-25,NA,6,Death,NA,,
69,NA,NA,NA,NA,21,RIO PRIM,NA,NA,[Death by Unknown means],,[Death by Unknown means],
70,F,12 Dec 1984,32,44,21,RIO PRIM,1984-12-12,617,1,Birth,NA,,
70,NA,NA,NA,NA,22,SAO PAULO,1994-02-08,21439,3,Transfer,NA,,
70,NA,NA,NA,NA,22,SAO PAULO,1996-12-02,NA,6,Death,NA,,
70,NA,NA,NA,NA,22,SAO PAULO,NA,NA,[Death by Unknown means],,[Death by Unknown means],
71,M,4 Oct 1985,32,44,21,RIO PRIM,1985-10-04,665,1,Birth,NA,,
71,NA,NA,NA,NA,21,RIO PRIM,2002-02-05,NA,6,Death,NA,,
71,NA,NA,NA,NA,21,RIO PRIM,NA,NA,[Death by Other /Unknown  Mounted or Preserved RIO PRIM  No necropsy planned],,[Death by Other /Unknown  Mounted or Preserved RIO PRIM  No necropsy planned],
72,F,4 Oct 1985,32,44,21,RIO PRIM,1985-10-04,666,1,Birth,NA,,
72,NA,NA,NA,NA,21,RIO PRIM,1992-02-09,NA,6,Death,NA,,
72,NA,NA,NA,NA,21,RIO PRIM,NA,NA,[Death by Unknown means],,[Death by Unknown means],
73,M,1984,WILD,WILD,14,M DIABO,1985-11-07,NA,2,Capture,NA,,
73,NA,NA,NA,NA,21,RIO PRIM,1985-11-07,686,3,Transfer,NA,,
73,NA,NA,NA,NA,21,RIO PRIM,2003-10-23,NA,6,Death,NA,,
73,NA,NA,NA,NA,21,RIO PRIM,NA,NA,[Death by Environ/Behav conditions  Mounted or Preserved 1552  Unknown (after necropsy)],,[Death by Environ/Behav conditions  Mounted or Preserved 1552  Unknown (after necropsy)],
74,F,1984,WILD,WILD,14,M DIABO,1985-11-07,NA,2,Capture,NA,,
74,NA,NA,NA,NA,21,RIO PRIM,1985-11-07,687,3,Transfer,NA,,
74,NA,NA,NA,NA,21,RIO PRIM,1993-04-14,NA,6,Death,NA,,
74,NA,NA,NA,NA,21,RIO PRIM,NA,NA,[Death by Unknown means],,[Death by Unknown means],
75,M,????,WILD,WILD,14,M DIABO,1985-11-07,NA,2,Capture,NA,,
75,NA,NA,NA,NA,21,RIO PRIM,1985-11-07,688,3,Transfer,NA,,
75,NA,NA,NA,NA,22,SAO PAULO,1991-11-13,19817,3,Transfer,NA,,
75,NA,NA,NA,NA,22,SAO PAULO,2001-08-12,NA,6,Death,NA,,
75,NA,NA,NA,NA,22,SAO PAULO,NA,NA,[Death by Unknown means],,[Death by Unknown means],
76,F,????,WILD,WILD,14,M DIABO,1985-11-07,NA,2,Capture,NA,689,
76,NA,NA,NA,NA,21,RIO PRIM,1985-11-07,689,3,Transfer,NA,,
76,NA,NA,NA,NA,21,RIO PRIM,1993-11-17,NA,6,Death,NA,,
76,NA,NA,NA,NA,21,RIO PRIM,NA,NA,[Death by Other /Unknown  Given to an institution NATIONAL MUSEUMRIODE JANEIRO  Unknown (after necropsy)],,[Death by Other /Unknown  Given to an institution NATIONAL MUSEUMRIODE JANEIRO  Unknown (after necropsy)],
77,M,1985,73,74,15,M GOBI,1985-11-07,NA,2,Capture,NA,,
77,NA,NA,NA,NA,21,RIO PRIM,1985-11-07,690,3,Transfer,NA,,
77,NA,NA,NA,NA,21,RIO PRIM,1995-12-24,NA,6,Death,NA,,
77,NA,NA,NA,NA,21,RIO PRIM,NA,NA,[Death by Unknown means],,[Death by Unknown means],
78,F,1985,73,74,14,M DIABO,1985-11-07,NA,2,Capture,NA,691,
78,NA,NA,NA,NA,21,RIO PRIM,1985-11-07,691,3,Transfer,NA,,
78,NA,NA,NA,NA,21,RIO PRIM,1998-07-03,NA,6,Death,NA,,
78,NA,NA,NA,NA,21,RIO PRIM,NA,NA,[Death by Unknown means],,[Death by Unknown means],
79,M,10 Nov 1985,1,19,21,RIO PRIM,1985-11-10,685,1,Birth,NA,,
79,NA,NA,NA,NA,21,RIO PRIM,1985-11-12,NA,6,Death,NA,,
79,NA,NA,NA,NA,21,RIO PRIM,NA,NA,[Death by Unknown means],,[Death by Unknown means],
80,M,13 Nov 1985,58,60,21,RIO PRIM,1985-11-13,692,1,Birth,NA,,
80,NA,NA,NA,NA,21,RIO PRIM,1985-11-13,NA,6,Death,NA,,
80,NA,NA,NA,NA,21,RIO PRIM,NA,NA,[Death by Unknown means],,[Death by Unknown means],
81,F,13 Nov 1985,58,60,21,RIO PRIM,1985-11-13,693,1,Birth,NA,,
81,NA,NA,NA,NA,21,RIO PRIM,1985-11-13,NA,6,Death,NA,,
81,NA,NA,NA,NA,21,RIO PRIM,NA,NA,[Death by Unknown means],,[Death by Unknown means],
82,F,13 Nov 1985,58,60,21,RIO PRIM,1985-11-13,694,1,Birth,NA,,
82,NA,NA,NA,NA,21,RIO PRIM,1985-11-13,NA,6,Death,NA,,
82,NA,NA,NA,NA,21,RIO PRIM,NA,NA,[Death by Unknown means],,[Death by Unknown means],
83,M,27 Jan 1986,59,57,21,RIO PRIM,1986-01-27,713,1,Birth,NA,,
83,NA,NA,NA,NA,22,SAO PAULO,1994-02-08,21438,3,Transfer,NA,,
83,NA,NA,NA,NA,22,SAO PAULO,2001-08-16,NA,6,Death,NA,,
83,NA,NA,NA,NA,22,SAO PAULO,NA,NA,[Death by Other /Unknown  Unknown  Generalized  Nutrition],,[Death by Other /Unknown  Unknown  Generalized  Nutrition],
84,M,17 Sep 1986,73,74,21,RIO PRIM,1986-09-17,753,1,Birth,NA,CLAUDIO,
84,NA,NA,NA,NA,10,JERSEY,1990-08-31,M1598,3,Transfer,NA,,
84,NA,NA,NA,NA,10,JERSEY,1999-06-15,NA,6,Death,NA,,
84,NA,NA,NA,NA,10,JERSEY,NA,NA,[Death by Unknown means],,[Death by Unknown means],
85,F,17 Sep 1986,73,74,21,RIO PRIM,1986-09-17,754,1,Birth,NA,,
85,NA,NA,NA,NA,22,SAO PAULO,1994-02-08,21435,3,Transfer,NA,,
85,NA,NA,NA,NA,7,CENTRALPK,1995-04-19,956095,3,Transfer,NA,,
85,NA,NA,NA,NA,7,CENTRALPK,1999-09-20,NA,6,Death,NA,,
85,NA,NA,NA,NA,7,CENTRALPK,NA,NA,[Death by Other /Unknown  Incinerate   Unknown (after necropsy)],,[Death by Other /Unknown  Incinerate   Unknown (after necropsy)],
86,M,18 Sep 1986,32,44,21,RIO PRIM,1986-09-18,756,1,Birth,NA,,
86,NA,NA,NA,NA,21,RIO PRIM,1989-06-26,NA,6,Death,NA,,
86,NA,NA,NA,NA,21,RIO PRIM,NA,NA,[Death by Unknown means],,[Death by Unknown means],
